model,ins_id,param_id,length,format,num,correct,order,total_score
gemini-2.5-pro,1,3,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,1,4,120,0.0,0.20000000000000004,0.3,1.0,0.35
gemini-2.5-pro,2,0,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,1,120,0.0,0.3333333333333333,0.5,1.0,0.45
gemini-2.5-pro,2,2,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,3,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,2,4,120,0.0,0.06666666666666665,0.0,0.5,0.12
gemini-2.5-pro,3,0,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,1,120,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,3,2,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,3,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,3,4,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,0,120,0.75,1.0,1.0,1.0,0.95
gemini-2.5-pro,4,1,120,0.0,0.16666666666666666,0.25,0.5,0.225
gemini-2.5-pro,4,2,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,3,120,0.0,0.0,0.0,0.5,0.1
gemini-2.5-pro,4,4,120,0.0,0.0,0.0,0.5,0.1
o4-mini,0,0,3,0.75,1.0,1.0,1.0,0.95
o4-mini,0,1,3,1.0,1.0,1.0,1.0,1.0
o4-mini,0,2,3,1.0,1.0,0.8333333333333334,1.0,0.95
o4-mini,0,3,3,1.0,1.0,1.0,1.0,1.0
o4-mini,0,4,3,1.0,1.0,1.0,1.0,1.0
o4-mini,1,0,3,0.75,1.0,1.0,1.0,0.95
o4-mini,1,1,3,1.0,1.0,0.75,1.0,0.925
o4-mini,1,2,3,1.0,1.0,0.8333333333333334,1.0,0.95
o4-mini,1,3,3,0.75,1.0,1.0,1.0,0.95
o4-mini,1,4,3,0.75,1.0,1.0,1.0,0.95
o4-mini,2,0,3,1.0,1.0,1.0,1.0,1.0
o4-mini,2,1,3,0.75,1.0,0.75,1.0,0.875
o4-mini,2,2,3,1.0,1.0,0.8333333333333334,1.0,0.95
o4-mini,2,3,3,0.75,1.0,1.0,1.0,0.95
o4-mini,2,4,3,0.75,1.0,1.0,1.0,0.95
o4-mini,3,0,3,0.75,1.0,1.0,1.0,0.95
o4-mini,3,1,3,0.75,1.0,1.0,1.0,0.95
o4-mini,3,2,3,0.75,1.0,1.0,1.0,0.95
o4-mini,3,3,3,1.0,1.0,1.0,1.0,1.0
o4-mini,3,4,3,0.75,1.0,1.0,1.0,0.95
o4-mini,4,0,3,0.75,1.0,1.0,1.0,0.95
o4-mini,4,1,3,1.0,1.0,1.0,1.0,1.0
o4-mini,4,2,3,1.0,1.0,0.8333333333333334,1.0,0.95
o4-mini,4,3,3,1.0,1.0,1.0,1.0,1.0
o4-mini,4,4,3,1.0,1.0,1.0,1.0,1.0
o4-mini,0,0,6,0.75,1.0,1.0,1.0,0.95
o4-mini,0,1,6,1.0,1.0,0.75,1.0,0.925
o4-mini,0,2,6,0.75,1.0,1.0,1.0,0.95
o4-mini,0,3,6,0.75,1.0,1.0,1.0,0.95
o4-mini,0,4,6,0.75,1.0,0.9,1.0,0.9199999999999999
o4-mini,1,0,6,0.75,1.0,1.0,1.0,0.95
o4-mini,1,1,6,1.0,1.0,1.0,1.0,1.0
o4-mini,1,2,6,1.0,1.0,1.0,1.0,1.0
o4-mini,1,3,6,0.75,1.0,1.0,1.0,0.95
o4-mini,1,4,6,0.75,1.0,1.0,1.0,0.95
o4-mini,2,0,6,0.75,1.0,1.0,1.0,0.95
o4-mini,2,1,6,1.0,1.0,1.0,1.0,1.0
o4-mini,2,2,6,0.75,1.0,1.0,1.0,0.95
o4-mini,2,3,6,1.0,1.0,1.0,1.0,1.0
o4-mini,2,4,6,1.0,1.0,0.9,1.0,0.97
o4-mini,3,0,6,0.75,1.0,1.0,1.0,0.95
o4-mini,3,1,6,0.75,1.0,0.75,1.0,0.875
o4-mini,3,2,6,0.75,1.0,1.0,1.0,0.95
o4-mini,3,3,6,0.75,1.0,1.0,1.0,0.95
o4-mini,3,4,6,0.75,1.0,1.0,1.0,0.95
o4-mini,4,0,6,1.0,1.0,1.0,1.0,1.0
o4-mini,4,1,6,0.75,1.0,1.0,1.0,0.95
o4-mini,4,2,6,1.0,1.0,1.0,1.0,1.0
o4-mini,4,3,6,0.75,1.0,1.0,1.0,0.95
o4-mini,4,4,6,0.75,1.0,1.0,1.0,0.95
o4-mini,0,0,13,0.75,1.0,1.0,1.0,0.95
o4-mini,0,1,13,1.0,1.0,0.5,1.0,0.85
o4-mini,0,2,13,0.75,1.0,0.8333333333333334,0.0,0.7
o4-mini,0,3,13,1.0,1.0,1.0,1.0,1.0
o4-mini,0,4,13,0.75,1.0,1.0,1.0,0.95
o4-mini,1,0,13,1.0,1.0,1.0,1.0,1.0
o4-mini,1,1,13,1.0,1.0,0.0,0.5,0.6
o4-mini,1,2,13,0.75,1.0,0.8333333333333334,0.0,0.7
o4-mini,1,3,13,0.75,1.0,1.0,1.0,0.95
o4-mini,1,4,13,0.75,1.0,1.0,1.0,0.95
o4-mini,2,0,13,1.0,1.0,1.0,1.0,1.0
o4-mini,2,1,13,1.0,1.0,0.0,0.5,0.6
o4-mini,2,2,13,1.0,1.0,0.5,1.0,0.85
o4-mini,2,3,13,0.75,1.0,1.0,1.0,0.95
o4-mini,2,4,13,0.75,1.0,1.0,1.0,0.95
o4-mini,3,0,13,0.75,1.0,1.0,1.0,0.95
o4-mini,3,1,13,1.0,1.0,0.25,0.5,0.675
o4-mini,3,2,13,0.75,1.0,0.6666666666666666,1.0,0.85
o4-mini,3,3,13,0.75,1.0,1.0,1.0,0.95
o4-mini,3,4,13,1.0,1.0,1.0,1.0,1.0
o4-mini,4,0,13,0.75,1.0,1.0,1.0,0.95
o4-mini,4,1,13,0.75,1.0,0.75,1.0,0.875
o4-mini,4,2,13,1.0,1.0,0.8333333333333334,0.0,0.75
o4-mini,4,3,13,1.0,1.0,0.875,1.0,0.9625
o4-mini,4,4,13,0.75,1.0,1.0,1.0,0.95
o4-mini,0,0,28,0.75,1.0,0.5,0.5,0.7
o4-mini,0,1,28,0.75,1.0,0.75,1.0,0.875
o4-mini,0,2,28,0.75,1.0,0.8333333333333334,1.0,0.9
o4-mini,0,3,28,0.75,1.0,0.875,1.0,0.9125
o4-mini,0,4,28,0.75,1.0,0.8000000000000002,1.0,0.89
o4-mini,1,0,28,1.0,1.0,0.0,0.5,0.6
o4-mini,1,1,28,0.75,1.0,0.5,1.0,0.8
o4-mini,1,2,28,0.75,1.0,0.8333333333333334,1.0,0.9
o4-mini,1,3,28,0.75,1.0,0.625,1.0,0.8375
o4-mini,1,4,28,1.0,1.0,0.9,1.0,0.97
o4-mini,2,0,28,1.0,1.0,1.0,1.0,1.0
o4-mini,2,1,28,0.75,1.0,0.75,1.0,0.875
o4-mini,2,2,28,0.75,1.0,1.0,1.0,0.95
o4-mini,2,3,28,0.75,1.0,0.75,1.0,0.875
o4-mini,2,4,28,1.0,1.0,0.8000000000000002,1.0,0.9400000000000001
o4-mini,3,0,28,0.75,1.0,1.0,1.0,0.95
o4-mini,3,1,28,0.75,1.0,0.75,1.0,0.875
o4-mini,3,2,28,0.75,1.0,1.0,1.0,0.95
o4-mini,3,3,28,0.75,1.0,0.75,1.0,0.875
o4-mini,3,4,28,0.75,1.0,0.8000000000000002,1.0,0.89
o4-mini,4,0,28,1.0,1.0,0.5,0.5,0.75
o4-mini,4,1,28,0.75,1.0,0.5,1.0,0.8
o4-mini,4,2,28,0.75,1.0,0.8333333333333334,1.0,0.9
o4-mini,4,3,28,0.75,1.0,0.875,1.0,0.9125
o4-mini,4,4,28,0.75,1.0,0.8000000000000002,1.0,0.89
o4-mini,0,0,60,1.0,1.0,0.0,0.5,0.6
o4-mini,0,1,60,0.75,1.0,0.25,0.5,0.625
o4-mini,0,2,60,0.75,1.0,1.0,1.0,0.95
o4-mini,0,3,60,0.75,1.0,0.75,1.0,0.875
o4-mini,0,4,60,0.75,1.0,0.3,1.0,0.74
o4-mini,1,0,60,1.0,1.0,0.0,0.5,0.6
o4-mini,1,1,60,0.75,1.0,0.0,0.5,0.55
o4-mini,1,2,60,0.75,1.0,0.6666666666666666,1.0,0.85
o4-mini,1,3,60,0.75,1.0,0.75,1.0,0.875
o4-mini,1,4,60,0.75,1.0,0.5,1.0,0.8
o4-mini,2,0,60,1.0,1.0,0.0,0.5,0.6
o4-mini,2,1,60,0.75,1.0,0.5,1.0,0.8
o4-mini,2,2,60,0.75,1.0,0.8333333333333334,1.0,0.9
o4-mini,2,3,60,0.0,0.5,0.375,1.0,0.4625
o4-mini,2,4,60,0.75,1.0,0.4000000000000001,1.0,0.77
o4-mini,3,0,60,0.75,1.0,0.0,0.5,0.55
o4-mini,3,1,60,0.75,1.0,0.25,0.5,0.625
o4-mini,3,2,60,0.75,1.0,0.0,0.5,0.55
o4-mini,3,3,60,0.75,1.0,0.625,1.0,0.8375
o4-mini,3,4,60,0.75,1.0,0.5,1.0,0.8
o4-mini,4,0,60,0.75,1.0,0.0,0.5,0.55
o4-mini,4,1,60,0.75,1.0,0.25,0.5,0.625
o4-mini,4,2,60,1.0,1.0,0.8333333333333334,1.0,0.95
o4-mini,4,3,60,0.75,1.0,0.875,1.0,0.9125
o4-mini,4,4,60,0.5,1.0,0.4000000000000001,1.0,0.72
o4-mini,0,0,120,1.0,1.0,0.0,0.5,0.6
o4-mini,0,1,120,1.0,1.0,0.5,1.0,0.85
o4-mini,0,2,120,0.75,1.0,0.5,1.0,0.8
o4-mini,0,3,120,0.75,1.0,0.375,1.0,0.7625
o4-mini,0,4,120,0.75,1.0,0.20000000000000004,1.0,0.71
o4-mini,1,0,120,0.75,1.0,0.0,0.5,0.55
o4-mini,1,1,120,1.0,1.0,0.5,1.0,0.85
o4-mini,1,2,120,0.75,1.0,0.5,1.0,0.8
o4-mini,1,3,120,0.75,1.0,0.625,1.0,0.8375
o4-mini,1,4,120,0.75,1.0,0.5,1.0,0.8
o4-mini,2,0,120,1.0,1.0,0.0,0.5,0.6
o4-mini,2,1,120,0.75,1.0,0.25,0.5,0.625
o4-mini,2,2,120,0.75,1.0,0.5,1.0,0.8
o4-mini,2,3,120,0.75,1.0,0.25,1.0,0.725
o4-mini,2,4,120,0.75,1.0,0.6,1.0,0.8300000000000001
o4-mini,3,0,120,0.75,1.0,0.0,0.5,0.55
o4-mini,3,1,120,1.0,1.0,1.0,1.0,1.0
o4-mini,3,2,120,1.0,1.0,0.3333333333333333,1.0,0.8
o4-mini,3,3,120,0.75,1.0,0.25,1.0,0.725
o4-mini,3,4,120,0.75,1.0,0.10000000000000002,0.5,0.58
o4-mini,4,0,120,0.75,1.0,0.0,0.5,0.55
o4-mini,4,1,120,0.75,1.0,0.5,1.0,0.8
o4-mini,4,2,120,0.75,1.0,0.6666666666666666,1.0,0.85
o4-mini,4,3,120,0.75,1.0,0.0,0.5,0.55
o4-mini,4,4,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,0,0,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,1,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,2,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,3,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,4,3,0.75,1.0,0.9,1.0,0.9199999999999999
gpt-4o,1,0,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,1,1,3,0.75,1.0,0.75,1.0,0.875
gpt-4o,1,2,3,0.75,1.0,0.8333333333333334,1.0,0.9
gpt-4o,1,3,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,1,4,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,0,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,1,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,2,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,3,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,4,3,0.75,1.0,0.9,1.0,0.9199999999999999
gpt-4o,3,0,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,3,1,3,0.75,1.0,0.75,1.0,0.875
gpt-4o,3,2,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,3,3,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,3,4,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,0,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,1,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,2,3,0.75,1.0,0.8333333333333334,1.0,0.9
gpt-4o,4,3,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,4,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,0,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,1,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,2,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,3,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,4,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,1,0,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,1,1,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,1,2,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,1,3,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,1,4,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,0,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,1,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,2,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,3,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,4,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,3,0,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,3,1,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,3,2,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,3,3,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,3,4,6,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o,4,0,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,1,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,2,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,3,6,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,4,6,0.75,1.0,0.9,1.0,0.9199999999999999
gpt-4o,0,0,13,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,1,13,0.75,1.0,0.5,1.0,0.8
gpt-4o,0,2,13,0.75,1.0,0.5,1.0,0.8
gpt-4o,0,3,13,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,4,13,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o,1,0,13,0.75,1.0,1.0,1.0,0.95
gpt-4o,1,1,13,0.75,1.0,0.5,1.0,0.8
gpt-4o,1,2,13,0.75,1.0,1.0,1.0,0.95
gpt-4o,1,3,13,0.75,1.0,1.0,1.0,0.95
gpt-4o,1,4,13,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o,2,0,13,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,1,13,0.75,1.0,0.5,1.0,0.8
gpt-4o,2,2,13,0.75,1.0,0.8333333333333334,0.0,0.7
gpt-4o,2,3,13,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,4,13,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o,3,0,13,0.75,1.0,1.0,1.0,0.95
gpt-4o,3,1,13,0.75,1.0,0.5,1.0,0.8
gpt-4o,3,2,13,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o,3,3,13,0.75,1.0,0.875,1.0,0.9125
gpt-4o,3,4,13,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o,4,0,13,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,1,13,0.75,1.0,0.5,1.0,0.8
gpt-4o,4,2,13,0.75,1.0,0.8333333333333334,1.0,0.9
gpt-4o,4,3,13,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,4,13,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o,0,0,28,0.75,1.0,0.5,0.5,0.7
gpt-4o,0,1,28,0.75,1.0,0.75,1.0,0.875
gpt-4o,0,2,28,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o,0,3,28,0.75,1.0,0.75,1.0,0.875
gpt-4o,0,4,28,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o,1,0,28,0.75,1.0,1.0,1.0,0.95
gpt-4o,1,1,28,0.75,1.0,0.75,1.0,0.875
gpt-4o,1,2,28,0.75,1.0,0.5,1.0,0.8
gpt-4o,1,3,28,0.75,1.0,0.75,1.0,0.875
gpt-4o,1,4,28,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,0,28,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,1,28,0.75,1.0,0.75,1.0,0.875
gpt-4o,2,2,28,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o,2,3,28,0.75,1.0,0.75,1.0,0.875
gpt-4o,2,4,28,0.75,1.0,0.9,1.0,0.9199999999999999
gpt-4o,3,0,28,0.75,1.0,0.5,0.5,0.7
gpt-4o,3,1,28,0.75,1.0,0.5,1.0,0.8
gpt-4o,3,2,28,0.75,1.0,0.5,1.0,0.8
gpt-4o,3,3,28,0.75,1.0,1.0,1.0,0.95
gpt-4o,3,4,28,0.75,1.0,0.9,1.0,0.9199999999999999
gpt-4o,4,0,28,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,1,28,0.75,1.0,0.75,1.0,0.875
gpt-4o,4,2,28,0.75,1.0,0.5,1.0,0.8
gpt-4o,4,3,28,0.75,1.0,0.875,1.0,0.9125
gpt-4o,4,4,28,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,0,60,0.75,1.0,1.0,1.0,0.95
gpt-4o,0,1,60,0.75,1.0,0.0,0.5,0.55
gpt-4o,0,2,60,0.75,1.0,0.8333333333333334,1.0,0.9
gpt-4o,0,3,60,0.75,1.0,0.625,1.0,0.8375
gpt-4o,0,4,60,0.75,1.0,0.4000000000000001,1.0,0.77
gpt-4o,1,0,60,0.75,1.0,0.5,0.5,0.7
gpt-4o,1,1,60,0.75,1.0,0.25,0.5,0.625
gpt-4o,1,2,60,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o,1,3,60,0.75,1.0,0.75,1.0,0.875
gpt-4o,1,4,60,0.75,1.0,0.6999999999999998,1.0,0.86
gpt-4o,2,0,60,0.75,1.0,0.0,0.5,0.55
gpt-4o,2,1,60,0.75,1.0,0.25,0.5,0.625
gpt-4o,2,2,60,0.75,1.0,0.5,1.0,0.8
gpt-4o,2,3,60,0.75,1.0,0.75,1.0,0.875
gpt-4o,2,4,60,0.75,1.0,0.4000000000000001,1.0,0.77
gpt-4o,3,0,60,0.75,1.0,0.5,0.5,0.7
gpt-4o,3,1,60,0.75,1.0,0.25,0.5,0.625
gpt-4o,3,2,60,0.75,1.0,0.5,1.0,0.8
gpt-4o,3,3,60,0.75,1.0,0.25,1.0,0.725
gpt-4o,3,4,60,0.75,1.0,0.20000000000000004,1.0,0.71
gpt-4o,4,0,60,0.75,1.0,0.0,0.5,0.55
gpt-4o,4,1,60,0.75,1.0,0.25,0.5,0.625
gpt-4o,4,2,60,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o,4,3,60,0.75,1.0,1.0,1.0,0.95
gpt-4o,4,4,60,0.75,1.0,0.5,1.0,0.8
gpt-4o,0,0,120,0.75,1.0,0.5,0.5,0.7
gpt-4o,0,1,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,0,2,120,1.0,1.0,0.8333333333333334,1.0,0.95
gpt-4o,0,3,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,0,4,120,0.75,1.0,0.10000000000000002,0.5,0.58
gpt-4o,1,0,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,1,1,120,0.75,1.0,0.25,0.5,0.625
gpt-4o,1,2,120,0.75,1.0,0.16666666666666666,0.5,0.6
gpt-4o,1,3,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,1,4,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,2,0,120,0.75,1.0,0.5,0.5,0.7
gpt-4o,2,1,120,0.75,1.0,0.25,0.5,0.625
gpt-4o,2,2,120,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o,2,3,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,2,4,120,0.75,1.0,0.20000000000000004,1.0,0.71
gpt-4o,3,0,120,0.75,1.0,0.5,0.5,0.7
gpt-4o,3,1,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,3,2,120,0.75,1.0,0.16666666666666666,0.5,0.6
gpt-4o,3,3,120,0.75,1.0,0.125,0.5,0.5875
gpt-4o,3,4,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,4,0,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,4,1,120,0.75,1.0,0.25,0.5,0.625
gpt-4o,4,2,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,4,3,120,0.75,1.0,0.0,0.5,0.55
gpt-4o,4,4,120,0.75,1.0,0.10000000000000002,0.5,0.58
o3,0,0,3,1.0,1.0,1.0,1.0,1.0
o3,0,1,3,1.0,1.0,1.0,1.0,1.0
o3,0,2,3,1.0,1.0,1.0,1.0,1.0
o3,0,3,3,1.0,1.0,1.0,1.0,1.0
o3,0,4,3,1.0,1.0,1.0,1.0,1.0
o3,1,0,3,1.0,1.0,1.0,1.0,1.0
o3,1,1,3,1.0,1.0,1.0,1.0,1.0
o3,1,2,3,1.0,1.0,1.0,1.0,1.0
o3,1,3,3,1.0,1.0,1.0,1.0,1.0
o3,1,4,3,1.0,1.0,1.0,1.0,1.0
o3,2,0,3,1.0,1.0,1.0,1.0,1.0
o3,2,1,3,1.0,1.0,1.0,1.0,1.0
o3,2,2,3,1.0,1.0,1.0,1.0,1.0
o3,2,3,3,1.0,1.0,1.0,1.0,1.0
o3,2,4,3,1.0,1.0,1.0,1.0,1.0
o3,3,0,3,1.0,1.0,1.0,1.0,1.0
o3,3,1,3,1.0,1.0,1.0,1.0,1.0
o3,3,2,3,1.0,1.0,1.0,1.0,1.0
o3,3,3,3,1.0,1.0,1.0,1.0,1.0
o3,3,4,3,1.0,1.0,1.0,1.0,1.0
o3,4,0,3,1.0,1.0,1.0,1.0,1.0
o3,4,1,3,1.0,1.0,1.0,1.0,1.0
o3,4,2,3,1.0,1.0,1.0,1.0,1.0
o3,4,3,3,1.0,1.0,1.0,1.0,1.0
o3,4,4,3,1.0,1.0,1.0,1.0,1.0
o3,0,0,6,1.0,1.0,1.0,1.0,1.0
o3,0,1,6,1.0,1.0,1.0,1.0,1.0
o3,0,2,6,1.0,1.0,1.0,1.0,1.0
o3,0,3,6,1.0,1.0,1.0,1.0,1.0
o3,0,4,6,1.0,1.0,1.0,1.0,1.0
o3,1,0,6,1.0,1.0,1.0,1.0,1.0
o3,1,1,6,1.0,1.0,1.0,1.0,1.0
o3,1,2,6,1.0,1.0,1.0,1.0,1.0
o3,1,3,6,1.0,1.0,1.0,1.0,1.0
o3,1,4,6,1.0,1.0,1.0,1.0,1.0
o3,2,0,6,1.0,1.0,1.0,1.0,1.0
o3,2,1,6,1.0,1.0,1.0,1.0,1.0
o3,2,2,6,1.0,1.0,1.0,1.0,1.0
o3,2,3,6,1.0,1.0,1.0,1.0,1.0
o3,2,4,6,1.0,1.0,1.0,1.0,1.0
o3,3,0,6,1.0,1.0,1.0,1.0,1.0
o3,3,1,6,1.0,1.0,1.0,1.0,1.0
o3,3,2,6,1.0,1.0,1.0,1.0,1.0
o3,3,3,6,1.0,1.0,1.0,1.0,1.0
o3,3,4,6,1.0,1.0,1.0,1.0,1.0
o3,4,0,6,1.0,1.0,1.0,1.0,1.0
o3,4,1,6,1.0,1.0,1.0,1.0,1.0
o3,4,2,6,1.0,1.0,1.0,1.0,1.0
o3,4,3,6,1.0,1.0,1.0,1.0,1.0
o3,4,4,6,1.0,1.0,1.0,1.0,1.0
o3,0,0,13,1.0,1.0,0.5,0.5,0.75
o3,0,1,13,1.0,1.0,0.75,1.0,0.925
o3,0,2,13,1.0,1.0,1.0,1.0,1.0
o3,0,3,13,1.0,1.0,1.0,1.0,1.0
o3,0,4,13,1.0,1.0,1.0,1.0,1.0
o3,1,0,13,1.0,1.0,1.0,1.0,1.0
o3,1,1,13,1.0,1.0,1.0,1.0,1.0
o3,1,2,13,1.0,1.0,1.0,1.0,1.0
o3,1,3,13,1.0,1.0,1.0,1.0,1.0
o3,1,4,13,1.0,1.0,1.0,1.0,1.0
o3,2,0,13,1.0,1.0,1.0,1.0,1.0
o3,2,1,13,1.0,1.0,1.0,1.0,1.0
o3,2,2,13,1.0,1.0,1.0,1.0,1.0
o3,2,3,13,1.0,1.0,1.0,1.0,1.0
o3,2,4,13,1.0,1.0,1.0,1.0,1.0
o3,3,0,13,1.0,1.0,0.0,0.5,0.6
o3,3,1,13,1.0,1.0,1.0,1.0,1.0
o3,3,2,13,1.0,1.0,1.0,1.0,1.0
o3,3,3,13,1.0,1.0,1.0,1.0,1.0
o3,3,4,13,1.0,1.0,1.0,1.0,1.0
o3,4,0,13,1.0,1.0,1.0,1.0,1.0
o3,4,1,13,1.0,1.0,1.0,1.0,1.0
o3,4,2,13,1.0,1.0,1.0,1.0,1.0
o3,4,3,13,1.0,1.0,0.875,1.0,0.9625
o3,4,4,13,1.0,1.0,1.0,1.0,1.0
o3,0,0,28,1.0,1.0,1.0,1.0,1.0
o3,0,1,28,1.0,1.0,1.0,1.0,1.0
o3,0,2,28,1.0,1.0,1.0,1.0,1.0
o3,0,3,28,1.0,1.0,1.0,1.0,1.0
o3,0,4,28,1.0,1.0,1.0,1.0,1.0
o3,1,0,28,1.0,1.0,1.0,1.0,1.0
o3,1,1,28,1.0,1.0,1.0,1.0,1.0
o3,1,2,28,1.0,1.0,1.0,1.0,1.0
o3,1,3,28,1.0,1.0,1.0,1.0,1.0
o3,1,4,28,1.0,1.0,1.0,1.0,1.0
o3,2,0,28,1.0,1.0,0.5,0.5,0.75
o3,2,1,28,1.0,1.0,1.0,1.0,1.0
o3,2,2,28,1.0,1.0,1.0,1.0,1.0
o3,2,3,28,1.0,1.0,1.0,1.0,1.0
o3,2,4,28,1.0,1.0,1.0,1.0,1.0
o3,3,0,28,1.0,1.0,1.0,1.0,1.0
o3,3,1,28,1.0,1.0,1.0,1.0,1.0
o3,3,2,28,1.0,1.0,1.0,1.0,1.0
o3,3,3,28,1.0,1.0,0.875,1.0,0.9625
o3,3,4,28,1.0,1.0,0.9,1.0,0.97
o3,4,0,28,1.0,1.0,1.0,1.0,1.0
o3,4,1,28,1.0,1.0,1.0,1.0,1.0
o3,4,2,28,1.0,1.0,1.0,1.0,1.0
o3,4,3,28,1.0,1.0,0.875,1.0,0.9625
o3,4,4,28,1.0,1.0,1.0,1.0,1.0
o3,0,0,60,0.0,0.0,0.0,0.5,0.1
o3,0,1,60,0.0,0.0,0.0,0.0,0.0
o3,0,2,60,0.0,0.0,0.0,0.0,0.0
o3,0,3,60,0.0,0.0,0.0,0.5,0.1
o3,0,4,60,0.0,0.0,0.0,0.0,0.0
o3,1,0,60,0.0,0.0,0.0,0.0,0.0
o3,1,1,60,0.0,0.0,0.0,0.0,0.0
o3,1,2,60,0.0,0.0,0.0,0.0,0.0
o3,1,3,60,0.0,0.0,0.0,0.0,0.0
o3,1,4,60,0.0,0.0,0.0,0.0,0.0
o3,2,0,60,0.0,0.0,0.0,0.0,0.0
o3,2,1,60,0.0,0.0,0.0,0.5,0.1
