model,ins_id,param_id,length,correct,num_text,ori,format,total_score
gemini-2.5-pro,1,2,60,0.9131944444444444,0.0,0.9964285714285714,0.8,0.6815674603174603
gemini-2.5-pro,1,3,60,0.046875,0.22857142857142856,0.0,0.5,0.19151785714285713
gemini-2.5-pro,1,4,60,0.9792751736111112,0.0,1.0,0.8,0.6958550347222222
gemini-2.5-pro,2,0,60,0.0625,0.22857142857142856,0.0,0.5,0.19464285714285715
gemini-2.5-pro,2,1,60,0.6875,0.34285714285714286,0.8203125,1.0,0.7193080357142858
gemini-2.5-pro,2,2,60,0.3672960069444444,0.0,0.9568062827225132,0.7,0.5355010862056429
gemini-2.5-pro,2,3,60,0.046875,0.22857142857142856,0.0,0.5,0.19151785714285713
gemini-2.5-pro,2,4,60,0.7084418402777777,0.45714285714285713,1.0,0.5,0.6809740823412698
gemini-2.5-pro,3,0,60,0.7482638888888888,0.0,0.975609756097561,1.0,0.6923357046070461
gemini-2.5-pro,3,1,60,0.0,0.45714285714285713,1.0,0.7,0.5892857142857142
gemini-2.5-pro,3,2,60,0.1796875,0.22857142857142856,0.0,0.5,0.21808035714285712
gemini-2.5-pro,3,3,60,0.8620876736111112,0.0,0.9849397590361445,0.7,0.6428994624330656
gemini-2.5-pro,3,4,60,0.2916666666666667,0.22857142857142856,0.0,0.5,0.24047619047619045
gemini-2.5-pro,4,0,60,0.0625,0.22857142857142856,0.0,0.5,0.19464285714285715
gemini-2.5-pro,4,1,60,0.9385850694444444,0.0,0.9701492537313433,1.0,0.7287617900082919
gemini-2.5-pro,4,2,60,0.9131944444444444,0.0,0.9597701149425287,1.0,0.7205699233716475
gemini-2.5-pro,4,3,60,0.046875,0.22857142857142856,0.0,0.5,0.19151785714285713
gemini-2.5-pro,4,4,60,0.958767361111111,0.0,0.9974937343358397,0.5,0.6160015925229742
gemini-2.5-pro,0,0,120,0.020089285714285716,0.22857142857142856,0.0,0.5,0.1861607142857143
gemini-2.5-pro,0,1,120,0.04017857142857143,0.22857142857142856,0.0,0.5,0.19017857142857142
gemini-2.5-pro,0,2,120,0.13392857142857142,0.22857142857142856,0.0,0.5,0.20892857142857144
gemini-2.5-pro,0,3,120,0.25352758290816324,0.5714285714285714,0.8020833333333334,0.7,0.6091876594387755
gemini-2.5-pro,0,4,120,0.22991071428571427,0.22857142857142856,0.0,0.5,0.228125
gemini-2.5-pro,1,0,120,0.020089285714285716,0.22857142857142856,0.0,0.5,0.1861607142857143
gemini-2.5-pro,1,1,120,0.05357142857142857,0.22857142857142856,0.0,0.5,0.19285714285714287
gemini-2.5-pro,1,2,120,0.13392857142857142,0.22857142857142856,0.0,0.5,0.20892857142857144
gemini-2.5-pro,1,3,120,0.013392857142857142,0.22857142857142856,0.0,0.5,0.18482142857142855
gemini-2.5-pro,1,4,120,0.22544642857142858,0.22857142857142856,0.0,0.5,0.22723214285714283
gemini-2.5-pro,2,0,120,0.020089285714285716,0.22857142857142856,0.0,0.5,0.1861607142857143
gemini-2.5-pro,2,1,120,0.04017857142857143,0.22857142857142856,0.0,0.5,0.19017857142857142
gemini-2.5-pro,2,2,120,0.13727678571428573,0.22857142857142856,0.0,0.5,0.2095982142857143
gemini-2.5-pro,2,3,120,0.013392857142857142,0.22857142857142856,0.0,0.5,0.18482142857142855
gemini-2.5-pro,2,4,120,0.22321428571428573,0.22857142857142856,0.0,0.5,0.22678571428571428
gemini-2.5-pro,3,0,120,0.020089285714285716,0.22857142857142856,0.0,0.4,0.16116071428571427
gemini-2.5-pro,3,1,120,0.04017857142857143,0.22857142857142856,0.0,0.5,0.19017857142857142
gemini-2.5-pro,3,2,120,0.13727678571428573,0.22857142857142856,0.0,0.5,0.2095982142857143
gemini-2.5-pro,3,3,120,0.016741071428571428,0.22857142857142856,0.0,0.5,0.1854910714285714
gemini-2.5-pro,3,4,120,0.22544642857142858,0.22857142857142856,0.0,0.5,0.22723214285714283
gemini-2.5-pro,4,0,120,0.026785714285714284,0.22857142857142856,0.0,0.5,0.1875
gemini-2.5-pro,4,1,120,0.026785714285714284,0.22857142857142856,0.0,0.5,0.1875
gemini-2.5-pro,4,2,120,0.12723214285714285,0.22857142857142856,0.0,0.5,0.20758928571428573
gemini-2.5-pro,4,3,120,0.016741071428571428,0.22857142857142856,0.0,0.5,0.1854910714285714
gemini-2.5-pro,4,4,120,0.22544642857142858,0.22857142857142856,0.0,0.5,0.22723214285714283
o4-mini,0,0,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
o4-mini,0,1,3,0.75,0.5333333333333334,1.0,1.0,0.8333333333333334
o4-mini,0,2,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
o4-mini,0,3,3,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
o4-mini,0,4,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
o4-mini,1,0,3,0.75,0.5333333333333334,0.5,0.3,0.5083333333333334
o4-mini,1,1,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
o4-mini,1,2,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
o4-mini,1,3,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
o4-mini,1,4,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
o4-mini,2,0,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
o4-mini,2,1,3,0.75,0.0,0.5,0.3,0.375
o4-mini,2,2,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
o4-mini,2,3,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
o4-mini,2,4,3,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
o4-mini,3,0,3,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
o4-mini,3,1,3,0.75,1.0,0.0,0.6,0.55
o4-mini,3,2,3,1.0,1.0,1.0,1.0,1.0
o4-mini,3,3,3,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
o4-mini,3,4,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
o4-mini,4,0,3,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
o4-mini,4,1,3,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
o4-mini,4,2,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
o4-mini,4,3,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
o4-mini,4,4,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
o4-mini,0,0,6,0.75,1.0,0.0,0.6,0.55
o4-mini,0,1,6,1.0,1.0,1.0,1.0,1.0
o4-mini,0,2,6,1.0,1.0,0.5,0.6,0.75
o4-mini,0,3,6,1.0,1.0,1.0,1.0,1.0
o4-mini,0,4,6,0.75,1.0,0.0,0.6,0.55
o4-mini,1,0,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
o4-mini,1,1,6,0.75,0.5333333333333334,0.5,0.3,0.5083333333333334
o4-mini,1,2,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
o4-mini,1,3,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
o4-mini,1,4,6,1.0,1.0,0.5,0.3,0.675
o4-mini,2,0,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
o4-mini,2,1,6,0.75,0.5333333333333334,0.5,0.3,0.5083333333333334
o4-mini,2,2,6,1.0,0.2666666666666667,0.5,0.3,0.4916666666666667
o4-mini,2,3,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
o4-mini,2,4,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
o4-mini,3,0,6,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
o4-mini,3,1,6,0.75,0.5333333333333334,1.0,0.6,0.7333333333333334
o4-mini,3,2,6,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
o4-mini,3,3,6,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
o4-mini,3,4,6,0.75,1.0,0.0,0.6,0.55
o4-mini,4,0,6,0.75,1.0,0.0,0.6,0.55
o4-mini,4,1,6,0.75,0.5333333333333334,0.0,0.4,0.38333333333333336
o4-mini,4,2,6,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
o4-mini,4,3,6,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
o4-mini,4,4,6,0.75,0.5333333333333334,0.0,0.6,0.4333333333333334
o4-mini,0,0,13,0.56640625,0.64,1.0,1.0,0.82328125
o4-mini,0,1,13,1.0,0.64,1.0,1.0,0.9099999999999999
o4-mini,0,2,13,0.515625,1.0,0.0,0.6,0.503125
o4-mini,0,3,13,0.56640625,0.64,1.0,1.0,0.82328125
o4-mini,0,4,13,0.5625,0.64,0.0,0.6,0.4225
o4-mini,1,0,13,0.65625,0.48,0.5,0.3,0.47625
o4-mini,1,1,13,1.0,0.64,0.5,0.3,0.585
o4-mini,1,2,13,1.0,0.48,0.5,0.3,0.545
o4-mini,1,3,13,0.484375,0.64,0.5,0.3,0.48187499999999994
o4-mini,1,4,13,0.625,0.64,0.5,0.3,0.51
o4-mini,2,0,13,0.65625,0.32,0.0,0.5,0.33625
o4-mini,2,1,13,0.75,0.32,0.0,0.5,0.355
o4-mini,2,2,13,1.0,0.32,0.5,0.3,0.505
o4-mini,2,3,13,1.0,0.48,0.5,0.3,0.545
o4-mini,2,4,13,1.0,0.48,0.5,0.3,0.545
o4-mini,3,0,13,0.75390625,1.0,1.0,0.8,0.90078125
o4-mini,3,1,13,0.84765625,0.48,1.0,0.6,0.73953125
o4-mini,3,2,13,0.61328125,1.0,1.0,0.8,0.87265625
o4-mini,3,3,13,0.89453125,1.0,0.9722222222222222,1.0,0.9705729166666666
o4-mini,3,4,13,0.75,0.64,0.0,0.6,0.45999999999999996
o4-mini,4,0,13,0.1875,0.48,0.0,0.6,0.3075
o4-mini,4,1,13,0.1875,0.64,0.0,0.6,0.34750000000000003
o4-mini,4,2,13,0.61328125,0.64,1.0,0.8,0.7826562499999999
o4-mini,4,3,13,0.56640625,0.64,0.9722222222222222,1.0,0.8149479166666665
o4-mini,4,4,13,0.625,1.0,1.0,0.8,0.875
o4-mini,0,0,28,0.5600907029478458,0.6666666666666667,0.9523809523809522,0.8,0.7643990929705214
o4-mini,0,1,28,0.25,0.6666666666666667,1.0,0.8,0.7166666666666667
o4-mini,0,2,28,0.7704081632653061,0.6666666666666667,1.0,0.8,0.8207482993197279
o4-mini,0,3,28,0.18764172335600907,0.6666666666666667,0.8636363636363636,1.0,0.7132859204287776
o4-mini,0,4,28,0.5753968253968255,0.6666666666666667,1.0,0.8,0.7817460317460319
o4-mini,1,0,28,0.35714285714285715,0.2666666666666667,0.0,0.5,0.2630952380952381
o4-mini,1,1,28,0.14285714285714285,0.2666666666666667,0.0,0.5,0.22023809523809526
o4-mini,1,2,28,0.8424036281179139,0.6666666666666667,0.4891304347826087,0.3,0.556886522725032
o4-mini,1,3,28,0.16978458049886622,1.0,0.4318181818181818,0.3,0.4885023706452277
o4-mini,1,4,28,0.6649659863945578,0.5333333333333334,0.4679487179487179,0.3,0.48171114599686027
o4-mini,2,0,28,0.2857142857142857,0.2666666666666667,0.0,0.5,0.2488095238095238
o4-mini,2,1,28,0.17857142857142858,0.6666666666666667,0.4166666666666667,0.3,0.4023809523809524
o4-mini,2,2,28,0.6315192743764172,1.0,0.4861111111111111,0.3,0.5971371882086167
o4-mini,2,3,28,0.5184240362811792,0.6666666666666667,0.5,0.3,0.49535147392290246
o4-mini,2,4,28,0.6071428571428571,0.2666666666666667,0.0,0.5,0.3130952380952381
o4-mini,3,0,28,0.14342403628117914,0.5333333333333334,0.7272727272727272,0.6,0.5301999587713874
o4-mini,3,1,28,0.8061224489795918,0.5333333333333334,1.0,0.8,0.7945578231292517
o4-mini,3,2,28,0.7882653061224489,0.6666666666666667,1.0,0.8,0.8243197278911565
o4-mini,3,3,28,0.2777777777777778,0.6666666666666667,0.9583333333333334,0.8,0.7097222222222223
o4-mini,3,4,28,0.5085034013605442,0.5333333333333334,0.9833333333333334,0.8,0.7300340136054422
o4-mini,4,0,28,0.10714285714285714,1.0,0.875,0.6,0.6839285714285714
o4-mini,4,1,28,0.25,0.5333333333333334,0.0,0.6,0.33333333333333337
o4-mini,4,2,28,0.33134920634920634,1.0,1.0,0.8,0.8162698412698413
o4-mini,4,3,28,0.6352040816326531,0.6666666666666667,0.9659090909090908,1.0,0.8334802102659247
o4-mini,4,4,28,0.8475056689342403,1.0,0.9916666666666667,0.8,0.917001133786848
o4-mini,0,0,60,0.031684027777777776,0.34285714285714286,0.5,1.0,0.4920510912698413
o4-mini,0,1,60,0.046875,0.5714285714285714,0.25,0.6,0.3772321428571429
o4-mini,0,2,60,0.1494140625,0.45714285714285713,0.22727272727272727,0.8,0.4123503449675325
o4-mini,0,3,60,0.19053819444444445,1.0,0.8543859649122808,1.0,0.7944234283625732
o4-mini,0,4,60,0.453125,0.34285714285714286,0.0,0.4,0.27633928571428573
o4-mini,1,0,60,0.078125,0.45714285714285713,0.4285714285714286,0.3,0.3334821428571429
o4-mini,1,1,60,0.15625,0.22857142857142856,0.0,0.5,0.2133928571428571
o4-mini,1,2,60,0.3447265625,1.0,0.45999999999999996,0.3,0.5319453125
o4-mini,1,3,60,0.2643229166666667,0.6857142857142857,0.46212121212121215,0.3,0.43792951839826844
o4-mini,1,4,60,0.26953125,0.5714285714285714,0.4305555555555556,0.3,0.4009300595238095
o4-mini,2,0,60,0.109375,0.22857142857142856,0.0,0.5,0.2040178571428571
o4-mini,2,1,60,0.25,0.22857142857142856,0.0,0.5,0.23214285714285712
o4-mini,2,2,60,0.2764756944444444,1.0,0.43478260869565216,0.3,0.5107299214975846
o4-mini,2,3,60,0.14756944444444445,0.5714285714285714,0.4791666666666667,0.3,0.39112103174603174
o4-mini,2,4,60,0.4010416666666667,0.22857142857142856,0.0,0.5,0.2623511904761905
o4-mini,3,0,60,0.203125,0.6857142857142857,0.7894736842105262,1.0,0.6988956766917294
o4-mini,3,1,60,0.375,0.22857142857142856,0.0,0.6,0.28214285714285714
o4-mini,3,2,60,0.2353515625,0.5714285714285714,0.5535714285714286,0.6,0.5059988839285714
o4-mini,3,3,60,0.3539496527777778,0.6857142857142857,0.7903225806451614,0.7,0.6543152761776754
o4-mini,3,4,60,0.6048177083333333,0.6857142857142857,0.4490740740740741,0.6,0.5771143353174603
o4-mini,4,0,60,0.15625,0.22857142857142856,0.0,0.5,0.2133928571428571
o4-mini,4,1,60,0.1745876736111111,0.45714285714285713,0.45454545454545453,0.3,0.36056688537157283
o4-mini,4,2,60,0.1824001736111111,0.6857142857142857,0.6623376623376623,0.8,0.6066099048520923
o4-mini,4,3,60,0.1962890625,1.0,0.6304347826086957,1.0,0.7283882472826086
o4-mini,4,4,60,0.4379340277777778,0.5714285714285714,0.48333333333333334,0.6,0.5254439484126985
o4-mini,0,0,120,0.013392857142857142,0.22857142857142856,0.0,0.5,0.18482142857142855
o4-mini,0,1,120,0.04689492984693878,0.45714285714285713,0.5,0.8,0.47366470025510204
o4-mini,0,2,120,0.13424744897959184,0.45714285714285713,0.4605263157894737,0.6,0.42929309881847477
o4-mini,0,3,120,0.12360491071428571,1.0,0.5581395348837209,1.0,0.6921628426079734
o4-mini,0,4,120,0.33713329081632654,0.45714285714285713,0.5,0.6,0.4817123724489796
o4-mini,1,0,120,0.026785714285714284,0.22857142857142856,0.0,0.5,0.1875
o4-mini,1,1,120,0.06696428571428571,0.22857142857142856,0.0,0.5,0.19553571428571428
o4-mini,1,2,120,0.12731186224489796,0.34285714285714286,0.35000000000000003,0.3,0.2911766581632653
o4-mini,1,3,120,0.03380102040816326,0.34285714285714286,0.4166666666666667,0.3,0.2924744897959184
o4-mini,1,4,120,0.35528938137755106,0.6857142857142857,0.7754137115839242,0.6,0.6251105611792589
o4-mini,2,0,120,0.026785714285714284,0.45714285714285713,0.1875,0.3,0.25089285714285714
o4-mini,2,1,120,0.006716358418367346,0.34285714285714286,0.4166666666666667,0.3,0.2870575573979592
o4-mini,2,2,120,0.15864158163265304,0.34285714285714286,0.5,0.3,0.34244260204081634
o4-mini,2,3,120,0.10383450255102042,0.6857142857142857,0.49,0.3,0.4141954719387755
o4-mini,2,4,120,0.33705357142857145,0.22857142857142856,0.0,0.5,0.24955357142857143
o4-mini,3,0,120,0.026785714285714284,0.6857142857142857,0.0,0.6,0.3267857142857143
o4-mini,3,1,120,0.046875,0.22857142857142856,0.0,0.6,0.21651785714285712
o4-mini,3,2,120,0.11049107142857142,0.6857142857142857,0.9352941176470587,0.8,0.6741150210084034
o4-mini,3,3,120,0.05094068877551021,0.45714285714285713,0.5882352941176471,1.0,0.5509444402761104
o4-mini,3,4,120,0.4643455038265306,0.5714285714285714,0.44623655913978494,0.6,0.5195972113643845
o4-mini,4,0,120,0.05416932397959184,0.34285714285714286,0.9166666666666666,1.0,0.6215481505102041
o4-mini,4,1,120,0.026785714285714284,0.45714285714285713,0.0,0.4,0.2196428571428571
o4-mini,4,2,120,0.20260682397959184,0.0,0.8875000000000001,0.8,0.5067713647959183
o4-mini,4,3,120,0.013432716836734693,0.5714285714285714,0.43124999999999997,0.8,0.47491868622448974
o4-mini,4,4,120,0.34598214285714285,0.5714285714285714,0.0,0.6,0.3620535714285714
gpt-4o,0,0,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gpt-4o,0,1,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,0,2,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,0,3,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,0,4,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,1,0,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,1,1,3,0.75,1.0,0.5,0.3,0.625
gpt-4o,1,2,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,1,3,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,1,4,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,2,0,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,2,1,3,0.75,1.0,1.0,1.0,0.95
gpt-4o,2,2,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,2,3,3,0.75,0.5333333333333334,0.5,0.3,0.5083333333333334
gpt-4o,2,4,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,3,0,3,1.0,1.0,1.0,1.0,1.0
gpt-4o,3,1,3,0.75,0.5333333333333334,0.5,0.3,0.5083333333333334
gpt-4o,3,2,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,3,3,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,3,4,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,4,0,3,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
gpt-4o,4,1,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,4,2,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,4,3,3,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gpt-4o,4,4,3,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,0,0,6,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gpt-4o,0,1,6,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
gpt-4o,0,2,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,0,3,6,1.0,1.0,1.0,1.0,1.0
gpt-4o,0,4,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,1,0,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,1,1,6,0.75,0.5333333333333334,1.0,1.0,0.8333333333333334
gpt-4o,1,2,6,0.75,0.5333333333333334,0.0,0.4,0.38333333333333336
gpt-4o,1,3,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,1,4,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,2,0,6,0.75,0.5333333333333334,0.5,0.3,0.5083333333333334
gpt-4o,2,1,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,2,2,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,2,3,6,0.75,0.5333333333333334,0.0,0.5,0.4083333333333334
gpt-4o,2,4,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,3,0,6,1.0,0.5333333333333334,1.0,1.0,0.8833333333333334
gpt-4o,3,1,6,1.0,0.5333333333333334,1.0,0.8,0.8333333333333334
gpt-4o,3,2,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,3,3,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,3,4,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,4,0,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,4,1,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,4,2,6,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,4,3,6,1.0,1.0,1.0,1.0,1.0
gpt-4o,4,4,6,0.75,1.0,0.0,0.6,0.55
gpt-4o,0,0,13,0.56640625,1.0,1.0,1.0,0.91328125
gpt-4o,0,1,13,0.75,0.64,0.0,0.6,0.45999999999999996
gpt-4o,0,2,13,1.0,0.64,0.5,0.3,0.585
gpt-4o,0,3,13,0.31640625,0.64,0.9500000000000001,1.0,0.75828125
gpt-4o,0,4,13,0.91015625,1.0,0.5,0.3,0.65703125
gpt-4o,1,0,13,1.0,0.64,0.5,0.3,0.585
gpt-4o,1,1,13,0.75,0.48,0.4166666666666667,0.3,0.47000000000000003
gpt-4o,1,2,13,1.0,0.48,0.5,0.3,0.545
gpt-4o,1,3,13,0.84765625,0.64,0.975,0.8,0.82203125
gpt-4o,1,4,13,0.828125,0.64,0.5,0.3,0.5506249999999999
gpt-4o,2,0,13,1.0,0.48,0.5,0.3,0.545
gpt-4o,2,1,13,0.75,0.48,1.0,0.8,0.77
gpt-4o,2,2,13,1.0,0.64,1.0,0.6,0.8099999999999999
gpt-4o,2,3,13,1.0,0.64,0.975,0.8,0.8525
gpt-4o,2,4,13,0.75,0.32,0.0,0.5,0.355
gpt-4o,3,0,13,1.0,0.64,1.0,1.0,0.9099999999999999
gpt-4o,3,1,13,0.46875,0.64,1.0,0.8,0.7537499999999999
gpt-4o,3,2,13,1.0,0.48,1.0,0.8,0.82
gpt-4o,3,3,13,1.0,0.48,0.5,0.3,0.545
gpt-4o,3,4,13,0.828125,0.64,1.0,0.6,0.775625
gpt-4o,4,0,13,0.56640625,1.0,1.0,1.0,0.91328125
gpt-4o,4,1,13,0.56640625,1.0,1.0,0.8,0.86328125
gpt-4o,4,2,13,1.0,0.64,1.0,0.6,0.8099999999999999
gpt-4o,4,3,13,0.89453125,0.64,0.9500000000000001,0.8,0.82390625
gpt-4o,4,4,13,0.94140625,0.64,1.0,0.8,0.84828125
gpt-4o,0,0,28,0.45691609977324266,0.5333333333333334,0.8333333333333334,1.0,0.7247165532879819
gpt-4o,0,1,28,0.6111111111111112,1.0,1.0,1.0,0.9222222222222222
gpt-4o,0,2,28,1.0,0.5333333333333334,0.5,0.3,0.5583333333333333
gpt-4o,0,3,28,0.3219954648526077,1.0,0.875,1.0,0.8268990929705214
gpt-4o,0,4,28,0.6910430839002267,1.0,1.0,0.8,0.8882086167800454
gpt-4o,1,0,28,0.39285714285714285,0.6666666666666667,0.5,0.3,0.47023809523809523
gpt-4o,1,1,28,0.42857142857142855,0.5333333333333334,0.4523809523809524,0.3,0.42976190476190473
gpt-4o,1,2,28,0.6468253968253967,1.0,0.5,0.3,0.6043650793650793
gpt-4o,1,3,28,0.45663265306122447,1.0,0.5,0.3,0.5663265306122449
gpt-4o,1,4,28,0.7023809523809523,0.4,0.0,0.4,0.3404761904761905
gpt-4o,2,0,28,0.35714285714285715,0.2666666666666667,0.0,0.5,0.2630952380952381
gpt-4o,2,1,28,0.2857142857142857,0.4,0.4583333333333333,0.3,0.3696428571428571
gpt-4o,2,2,28,0.6607142857142857,0.6666666666666667,0.0,0.4,0.39880952380952384
gpt-4o,2,3,28,0.47959183673469385,0.6666666666666667,0.5,0.3,0.4875850340136054
gpt-4o,2,4,28,0.7585034013605442,1.0,0.5,0.3,0.6267006802721088
gpt-4o,3,0,28,0.2346938775510204,0.5333333333333334,0.5833333333333334,0.8,0.5552721088435375
gpt-4o,3,1,28,0.5102040816326531,1.0,1.0,1.0,0.9020408163265307
gpt-4o,3,2,28,0.6493764172335601,0.2666666666666667,0.9899999999999999,0.6,0.6435419501133787
gpt-4o,3,3,28,0.3673469387755102,0.5333333333333334,1.0,1.0,0.7568027210884354
gpt-4o,3,4,28,0.7585034013605442,1.0,0.5,0.3,0.6267006802721088
gpt-4o,4,0,28,0.3219954648526077,0.5333333333333334,0.5,0.3,0.4227324263038549
gpt-4o,4,1,28,0.6071428571428571,0.6666666666666667,0.9545454545454546,1.0,0.8244588744588744
gpt-4o,4,2,28,0.6989795918367346,1.0,1.0,0.8,0.889795918367347
gpt-4o,4,3,28,0.4316893424036281,0.6666666666666667,0.5,0.3,0.47800453514739233
gpt-4o,4,4,28,0.7879818594104309,1.0,1.0,0.6,0.8575963718820863
gpt-4o,0,0,60,0.21875,0.6857142857142857,0.0,0.6,0.36517857142857146
gpt-4o,0,1,60,0.15625,0.6857142857142857,0.6666666666666666,1.0,0.6526785714285714
gpt-4o,0,2,60,0.4619140625,0.0,0.4426229508196721,0.3,0.30016969774590163
gpt-4o,0,3,60,0.1953125,0.5714285714285714,0.0,0.6,0.33191964285714287
gpt-4o,0,4,60,0.40386284722222227,0.6857142857142857,0.75,0.8,0.6772011408730159
gpt-4o,1,0,60,0.28125,0.22857142857142856,0.0,0.5,0.23839285714285713
gpt-4o,1,1,60,0.15625,0.34285714285714286,0.0673076923076923,0.3,0.21215659340659343
gpt-4o,1,2,60,0.2890625,0.45714285714285713,0.25,0.3,0.3220982142857143
gpt-4o,1,3,60,0.3416883680555556,0.6857142857142857,0.8610526315789473,0.6,0.6480820345133667
gpt-4o,1,4,60,0.484375,0.22857142857142856,0.0,0.5,0.2790178571428571
gpt-4o,2,0,60,0.296875,0.34285714285714286,0.5,0.3,0.37008928571428573
gpt-4o,2,1,60,0.078125,0.34285714285714286,0.5,0.3,0.3263392857142857
gpt-4o,2,2,60,0.3758680555555556,0.5714285714285714,0.25,0.6,0.443030753968254
gpt-4o,2,3,60,0.18663194444444445,0.5714285714285714,0.875,0.6,0.5926835317460317
gpt-4o,2,4,60,0.4375,0.22857142857142856,0.0,0.5,0.26964285714285713
gpt-4o,3,0,60,0.1850043402777778,1.0,0.4047619047619047,0.3,0.483429439484127
gpt-4o,3,1,60,0.3423394097222222,0.6857142857142857,0.47222222222222227,0.3,0.4565631200396826
gpt-4o,3,2,60,0.4840494791666667,1.0,0.4523809523809524,0.3,0.5575241815476191
gpt-4o,3,3,60,0.2075737847222222,0.5714285714285714,0.9499999999999998,0.8,0.6693718998015873
gpt-4o,3,4,60,0.4709201388888889,0.6857142857142857,1.0,0.8,0.7656125992063492
gpt-4o,4,0,60,0.15635850694444445,0.5714285714285714,0.1625,0.3,0.2978788442460317
gpt-4o,4,1,60,0.1875,0.6857142857142857,0.425,0.3,0.41142857142857137
gpt-4o,4,2,60,0.4870876736111111,1.0,0.4583333333333333,0.6,0.6349175347222222
gpt-4o,4,3,60,0.3117404513888889,1.0,0.943007662835249,0.8,0.7952503891283524
